EXEC_FULLNAME;CO_PER_ROL;CONAME;TITLEANN;SALARY;BONUS;STOCK_AWARDS;OPTION_AWARDS;AGE;GVKEY;YEAR;BECAMECEO;PCEO;TITLE;GENDER;SICDESC;TICKER;SIC
Jeffrey T. Jackson;49407;PGT INNOVATIONS INC;Chief Financial Officer, Principal Accounting Officer and Executive Vice President;300;0;0;0;45;174049;2011;01/01/2018;CEO;President, CEO & Director;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Mario Ferrucci, III;49409;PGT INNOVATIONS INC;Vice President, General Counsel and Secretary;215;0;0;0;48;174049;2011;;;Vice President, General Counsel and Secretary;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Deborah L. LaPinska;49412;PGT INNOVATIONS INC;Vice President of Customer Relations;195;0;0;0;49;174049;2011;;;Vice President of Human Resources;FEMALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Rodney Hershberger;49405;PGT INNOVATIONS INC;Co-founder, Chief Executive Officer, President, Director, Chief Executive Officer of PGT Industries Inc and President of PGT Industries Inc;360;0;0;0;55;174049;2012;01/03/2005;;Co-Founder, CEO & Chairman of the Board;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Todd Antonelli;49406;PGT INNOVATIONS INC;Vice President of Sales and Marketing;113.846;50;0;596.983;39;174049;2012;;;Vice President of Sales & Marketing;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Jeffrey T. Jackson;49407;PGT INNOVATIONS INC;Chief Financial Officer, Executive Vice President of Operations and Principal Accounting Officer;300;0;0;0;46;174049;2012;01/01/2018;CEO;President, CEO & Director;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Mario Ferrucci, III;49409;PGT INNOVATIONS INC;Vice President, General Counsel and Secretary;215;0;0;0;49;174049;2012;;;Vice President, General Counsel and Secretary;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Deborah L. LaPinska;49412;PGT INNOVATIONS INC;Vice President of Customer Relations;195;0;0;0;50;174049;2012;;;Vice President of Human Resources;FEMALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Rodney Hershberger;49405;PGT INNOVATIONS INC;Co-founder, Chief Executive Officer, President, Director, Chief Executive Officer of PGT Industries Inc and President of PGT Industries Inc;403.75;0;0;0;56;174049;2013;01/03/2005;;Co-Founder, CEO & Chairman of the Board;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Todd Antonelli;49406;PGT INNOVATIONS INC;Vice President of Sales & Marketing;191.731;0;0;0;40;174049;2013;;;Vice President of Sales & Marketing;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Jeffrey T. Jackson;49407;PGT INNOVATIONS INC;Chief Financial Officer, Principal Accounting Officer and Executive Vice President of Operations;330.289;0;0;0;47;174049;2013;01/01/2018;CEO;President, CEO & Director;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Mario Ferrucci, III;49409;PGT INNOVATIONS INC;Vice President, General Counsel and Secretary;217.894;0;0;0;50;174049;2013;;;Vice President, General Counsel and Secretary;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Deborah L. LaPinska;49412;PGT INNOVATIONS INC;Vice President of Customer Relations;197.625;0;0;0;51;174049;2013;;;Vice President of Human Resources;FEMALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Rodney Hershberger;49405;PGT INNOVATIONS INC;Co-Founder, Chairman of the Board, Chief Executive Officer and Chief Executive Officer of PGT Industries Inc;471.212;0;702;0;57;174049;2014;01/03/2005;;Co-Founder, CEO & Chairman of the Board;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Jeffrey T. Jackson;49407;PGT INNOVATIONS INC;President and Chief Operation Officer;397.981;0;285;0;48;174049;2014;01/01/2018;CEO;President, CEO & Director;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Mario Ferrucci, III;49409;PGT INNOVATIONS INC;Vice President, General Counsel and Secretary;230.328;0;90.8;0;51;174049;2014;;;Vice President, General Counsel and Secretary;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Deborah L. LaPinska;49412;PGT INNOVATIONS INC;Vice President of Human Resources;208.122;0;82;0;52;174049;2014;;;Vice President of Human Resources;FEMALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Bradley R. West;51213;PGT INNOVATIONS INC;Chief Financial Officer;195.865;0;74;0;48;174049;2014;;;Senior VP of Corporate Development & Treasurer;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Rodney Hershberger;49405;PGT INNOVATIONS INC;Co-Founder, Chairman of the Board, Chief Executive Officer and Chief Executive Officer of PGT Industries Inc;476.1;0;702;0;58;174049;2015;01/03/2005;;Co-Founder, CEO & Chairman of the Board;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Jeffrey T. Jackson;49407;PGT INNOVATIONS INC;President, Chief Operation Officer and Director;427.268;0;420;0;49;174049;2015;01/01/2018;CEO;President, CEO & Director;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Mario Ferrucci, III;49409;PGT INNOVATIONS INC;Vice President, General Counsel and Secretary;233.155;0;93.524;0;52;174049;2015;;;Vice President, General Counsel and Secretary;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Bradley R. West;51213;PGT INNOVATIONS INC;Chief Financial Officer and Senior Vice President;219.27;0;82.4;0;49;174049;2015;;;Senior VP of Corporate Development & Treasurer;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Rodney Hershberger;49405;PGT INNOVATIONS INC;Co-Founder, Chairman of the Board, Chief Executive Officer and Chief Executive Officer of PGT Industries Inc;508.181;0;766.444;0;59;174049;2016;01/03/2005;;Co-Founder, CEO & Chairman of the Board;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Jeffrey T. Jackson;49407;PGT INNOVATIONS INC;President, Chief Operation Officer and Director;456.06;0;458.556;0;50;174049;2016;01/01/2018;CEO;President, CEO & Director;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Bradley R. West;51213;PGT INNOVATIONS INC;Chief Financial Officer and Senior Vice President;248.365;0;125;0;50;174049;2016;;;Senior VP of Corporate Development & Treasurer;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Brent Boydston;55410;PGT INNOVATIONS INC;Vice President of Sales;84.039;30;0;0;47;174049;2016;;;President of Eco Windows and Doors;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Robert Andrew Keller;62262;PGT INNOVATIONS INC;;152.308;0;0;0;44;174049;2016;;;Senior VP of Customer Strategy & Innovation of Southeast Division;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Rodney Hershberger;49405;PGT INNOVATIONS INC;Co-Founder, CEO & Chairman of the Board;524.326;0;766.444;0;60;174049;2017;01/03/2005;;Co-Founder, CEO & Chairman of the Board;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Jeffrey T. Jackson;49407;PGT INNOVATIONS INC;President, COO & Director;470.55;0;458.556;0;51;174049;2017;01/01/2018;CEO;President, CEO & Director;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Bradley R. West;51213;PGT INNOVATIONS INC;Senior VP & CFO;263.077;0;125;0;51;174049;2017;;;Senior VP of Corporate Development & Treasurer;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Brent Boydston;55410;PGT INNOVATIONS INC;Vice President of Sales;239.519;85.26;103.5;0;48;174049;2017;;;President of Eco Windows and Doors;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Robert Andrew Keller;62262;PGT INNOVATIONS INC;;261.923;0;117;0;45;174049;2017;;;Senior VP of Customer Strategy & Innovation of Southeast Division;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Jeffrey T. Jackson;49407;PGT INNOVATIONS INC;President, COO & Director;597.633;0;900;0;52;174049;2018;01/01/2018;CEO;President, CEO & Director;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Bradley R. West;51213;PGT INNOVATIONS INC;Senior VP & CFO;284.712;0;185.25;0;52;174049;2018;;;Senior VP of Corporate Development & Treasurer;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Brent Boydston;55410;PGT INNOVATIONS INC;Vice President of Sales;264.615;0;132.5;0;49;174049;2018;;;President of Eco Windows and Doors;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Robert Andrew Keller;62262;PGT INNOVATIONS INC;Vice President;299.615;0;150;0;46;174049;2018;;;Senior VP of Customer Strategy & Innovation of Southeast Division;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Scott M. Gates;64361;PGT INNOVATIONS INC;;115.385;513.588;0;0;;174049;2018;;;;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Jeffrey T. Jackson;49407;PGT INNOVATIONS INC;President, CEO & Director;747.115;0;1350;0;53;174049;2019;01/01/2018;CEO;President, CEO & Director;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Bradley R. West;51213;PGT INNOVATIONS INC;Senior VP of Corporate Development & Treasurer;285;0;185.25;0;53;174049;2019;;;Senior VP of Corporate Development & Treasurer;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Brent Boydston;55410;PGT INNOVATIONS INC;Senior Vice President of Corporate Sales & Innovation;299.327;0;195;0;50;174049;2019;;;President of Eco Windows and Doors;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Robert Andrew Keller;62262;PGT INNOVATIONS INC;Senior VP & President of Southeast Business Unit;349.038;0;227.5;0;47;174049;2019;;;Senior VP of Customer Strategy & Innovation of Southeast Division;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Sherri Baker;64360;PGT INNOVATIONS INC;Senior VP & CFO;249.038;0;306;0;46;174049;2019;;;Senior VP & CFO;FEMALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Scott M. Gates;64361;PGT INNOVATIONS INC;;349.038;0;227.5;0;;174049;2019;;;;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Mike Wothe;66313;PGT INNOVATIONS INC;;20.192;0;0;0;55;174049;2019;;;President of Western Division;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Jeffrey T. Jackson;49407;PGT INNOVATIONS INC;President, CEO & Director;783.886;0;1660.875;0;54;174049;2020;01/01/2018;CEO;President, CEO & Director;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Bradley R. West;51213;PGT INNOVATIONS INC;;290.481;0;185.25;0;54;174049;2020;;;Senior VP of Corporate Development & Treasurer;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Brent Boydston;55410;PGT INNOVATIONS INC;Senior Vice President of Corporate Sales & Innovation;313.562;0;200.85;0;51;174049;2020;;;President of Eco Windows and Doors;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Robert Andrew Keller;62262;PGT INNOVATIONS INC;Senior VP & President of Southeast Business Unit;365.822;0;288.4;0;48;174049;2020;;;Senior VP of Customer Strategy & Innovation of Southeast Division;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Sherri Baker;64360;PGT INNOVATIONS INC;Senior VP & CFO;365.822;0;234.325;0;47;174049;2020;;;Senior VP & CFO;FEMALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Mike Wothe;66313;PGT INNOVATIONS INC;President of Western Window Systems;359.423;0;227.5;0;56;174049;2020;;;President of Western Division;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Jeffrey T. Jackson;49407;PGT INNOVATIONS INC;President, CEO & Director;799.471;0;2084.239;0;55;174049;2021;01/01/2018;CEO;President, CEO & Director;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Bradley R. West;51213;PGT INNOVATIONS INC;Senior VP of Corporate Development & Treasurer;299.096;0;203.213;0;55;174049;2021;;;Senior VP of Corporate Development & Treasurer;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Brent Boydston;55410;PGT INNOVATIONS INC;President of Eco Windows and Doors;331.904;0;254.017;0;52;174049;2021;;;President of Eco Windows and Doors;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Robert Andrew Keller;62262;PGT INNOVATIONS INC;Senior VP of Customer Strategy & Innovation of Southeast Division;389.433;0;365.784;0;49;174049;2021;;;Senior VP of Customer Strategy & Innovation of Southeast Division;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Sherri Baker;64360;PGT INNOVATIONS INC;Senior VP & CFO;43.952;0;0;0;48;174049;2021;;;Senior VP & CFO;FEMALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Mike Wothe;66313;PGT INNOVATIONS INC;President of Western Division;374.512;0;312.636;0;57;174049;2021;;;President of Western Division;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
Ryan S. Quinn;68146;PGT INNOVATIONS INC;General Counsel;205;0;155.639;0;;174049;2021;;;General Counsel;MALE;METAL DOORS, SASH, FRAMES, MOLDINGS, AND TRIM;PGTI;3442
S. Frank Fritsch;49951;SELECT MEDICAL HOLDINGS CORP;;275.834;76.68;0;0;49;174236;2007;;;Chief Human Resources Officer and Executive Vice President;MALE;HOSPITALS;SEM;8060
Patricia Ann Rice;49952;SELECT MEDICAL HOLDINGS CORP;;592.25;164.645;0;0;60;174236;2007;;;Executive Advisor to the Chief Executive Officer;FEMALE;HOSPITALS;SEM;8060
Rocco A. Ortenzio;49953;SELECT MEDICAL HOLDINGS CORP;;824;229;0;0;74;174236;2007;;;Co-Founder & Vice Chairman;MALE;HOSPITALS;SEM;8060
Martin F. Jackson;49955;SELECT MEDICAL HOLDINGS CORP;;371.315;103.225;0;0;52;174236;2007;;;Executive VP & CFO;MALE;HOSPITALS;SEM;8060
Robert A. Ortenzio;49956;SELECT MEDICAL HOLDINGS CORP;;824;229;0;0;49;174236;2007;01/01/2005;;Co-Founder & Executive Chairman;MALE;HOSPITALS;SEM;8060
S. Frank Fritsch;49951;SELECT MEDICAL HOLDINGS CORP;;347.148;260;0;0;50;174236;2008;;;Chief Human Resources Officer and Executive Vice President;MALE;HOSPITALS;SEM;8060
Patricia Ann Rice;49952;SELECT MEDICAL HOLDINGS CORP;;743.933;600;0;0;61;174236;2008;;;Executive Advisor to the Chief Executive Officer;FEMALE;HOSPITALS;SEM;8060
Rocco A. Ortenzio;49953;SELECT MEDICAL HOLDINGS CORP;;824;660;0;0;75;174236;2008;;;Co-Founder & Vice Chairman;MALE;HOSPITALS;SEM;8060
Martin F. Jackson;49955;SELECT MEDICAL HOLDINGS CORP;;398.897;240;0;0;53;174236;2008;;;Executive VP & CFO;MALE;HOSPITALS;SEM;8060
Robert A. Ortenzio;49956;SELECT MEDICAL HOLDINGS CORP;;824;660;0;0;50;174236;2008;01/01/2005;;Co-Founder & Executive Chairman;MALE;HOSPITALS;SEM;8060
S. Frank Fritsch;49951;SELECT MEDICAL HOLDINGS CORP;Chief Human Resources Officer and Executive Vice President;375.577;308;181.8;0;51;174236;2009;;;Chief Human Resources Officer and Executive Vice President;MALE;HOSPITALS;SEM;8060
Patricia Ann Rice;49952;SELECT MEDICAL HOLDINGS CORP;President and Chief Operating Officer;786.538;1000;545.41;0;62;174236;2009;;;Executive Advisor to the Chief Executive Officer;FEMALE;HOSPITALS;SEM;8060
Rocco A. Ortenzio;49953;SELECT MEDICAL HOLDINGS CORP;Co-founder, Executive Chairman and Member of Compensation Committee;842.065;1060;909.02;0;76;174236;2009;;;Co-Founder & Vice Chairman;MALE;HOSPITALS;SEM;8060
Martin F. Jackson;49955;SELECT MEDICAL HOLDINGS CORP;Chief Financial Officer and Executive Vice President;408.769;329.6;254.53;0;54;174236;2009;;;Executive VP & CFO;MALE;HOSPITALS;SEM;8060
Robert A. Ortenzio;49956;SELECT MEDICAL HOLDINGS CORP;Co-founder, Chief Executive Officer, Director and Member of Compensation Committee;842.065;1060;1272.63;0;51;174236;2009;01/01/2005;;Co-Founder & Executive Chairman;MALE;HOSPITALS;SEM;8060
Patricia Ann Rice;49952;SELECT MEDICAL HOLDINGS CORP;President and Chief Operating Officer;800;0;0;0;63;174236;2010;;;Executive Advisor to the Chief Executive Officer;FEMALE;HOSPITALS;SEM;8060
Rocco A. Ortenzio;49953;SELECT MEDICAL HOLDINGS CORP;Co-founder and Executive Chairman;848.72;0;0;0;77;174236;2010;;;Co-Founder & Vice Chairman;MALE;HOSPITALS;SEM;8060
David S. Chernow;49954;SELECT MEDICAL HOLDINGS CORP;President and Chief Development & Strategy Officer;172.308;0;7480;0;53;174236;2010;01/01/2014;CEO;President & CEO;MALE;HOSPITALS;SEM;8060
Martin F. Jackson;49955;SELECT MEDICAL HOLDINGS CORP;Chief Financial Officer and Executive Vice President;432.4;0;0;0;55;174236;2010;;;Executive VP & CFO;MALE;HOSPITALS;SEM;8060
Robert A. Ortenzio;49956;SELECT MEDICAL HOLDINGS CORP;Co-Founder, Chief Executive Officer and Director;848.72;0;0;0;52;174236;2010;01/01/2005;;Co-Founder & Executive Chairman;MALE;HOSPITALS;SEM;8060
Patricia Ann Rice;49952;SELECT MEDICAL HOLDINGS CORP;President;800;0;385.65;0;64;174236;2011;;;Executive Advisor to the Chief Executive Officer;FEMALE;HOSPITALS;SEM;8060
Rocco A. Ortenzio;49953;SELECT MEDICAL HOLDINGS CORP;Co-founder and Executive Chairman;848.72;0;428.5;0;78;174236;2011;;;Co-Founder & Vice Chairman;MALE;HOSPITALS;SEM;8060
David S. Chernow;49954;SELECT MEDICAL HOLDINGS CORP;President and Chief Development & Strategy Officer;640;0;0;0;54;174236;2011;01/01/2014;CEO;President & CEO;MALE;HOSPITALS;SEM;8060
Martin F. Jackson;49955;SELECT MEDICAL HOLDINGS CORP;Chief Financial Officer and Executive Vice President;480;0;299.95;0;56;174236;2011;;;Executive VP & CFO;MALE;HOSPITALS;SEM;8060
Robert A. Ortenzio;49956;SELECT MEDICAL HOLDINGS CORP;Co-Founder, Chief Executive Officer and Director;848.72;0;857;0;53;174236;2011;01/01/2005;;Co-Founder & Executive Chairman;MALE;HOSPITALS;SEM;8060
Patricia Ann Rice;49952;SELECT MEDICAL HOLDINGS CORP;President;900;0;483.75;0;65;174236;2012;;;Executive Advisor to the Chief Executive Officer;FEMALE;HOSPITALS;SEM;8060
Rocco A. Ortenzio;49953;SELECT MEDICAL HOLDINGS CORP;Co-founder and Executive Chairman;950;0;537.5;0;79;174236;2012;;;Co-Founder & Vice Chairman;MALE;HOSPITALS;SEM;8060
David S. Chernow;49954;SELECT MEDICAL HOLDINGS CORP;President and Chief Administrative Officer;740;0;0;0;55;174236;2012;01/01/2014;CEO;President & CEO;MALE;HOSPITALS;SEM;8060
Martin F. Jackson;49955;SELECT MEDICAL HOLDINGS CORP;Chief Financial Officer and Executive Vice President;600;0;376.25;0;57;174236;2012;;;Executive VP & CFO;MALE;HOSPITALS;SEM;8060
Robert A. Ortenzio;49956;SELECT MEDICAL HOLDINGS CORP;Co-Founder, Chief Executive Officer and Director;995;0;1075;0;54;174236;2012;01/01/2005;;Co-Founder & Executive Chairman;MALE;HOSPITALS;SEM;8060
Patricia Ann Rice;49952;SELECT MEDICAL HOLDINGS CORP;Executive Advisor to the Chief Executive Officer;715.385;0;212.5;0;66;174236;2013;;;Executive Advisor to the Chief Executive Officer;FEMALE;HOSPITALS;SEM;8060
Rocco A. Ortenzio;49953;SELECT MEDICAL HOLDINGS CORP;Co-Founder and Vice Chairman;950;0;425;0;80;174236;2013;;;Co-Founder & Vice Chairman;MALE;HOSPITALS;SEM;8060
David S. Chernow;49954;SELECT MEDICAL HOLDINGS CORP;Chief Executive Officer and President;740;0;0;0;56;174236;2013;01/01/2014;CEO;President & CEO;MALE;HOSPITALS;SEM;8060
Martin F. Jackson;49955;SELECT MEDICAL HOLDINGS CORP;Chief Financial Officer and Executive Vice President;600;0;340;0;58;174236;2013;;;Executive VP & CFO;MALE;HOSPITALS;SEM;8060
Robert A. Ortenzio;49956;SELECT MEDICAL HOLDINGS CORP;Co-Founder and Executive Chairman;995;0;850;0;55;174236;2013;01/01/2005;;Co-Founder & Executive Chairman;MALE;HOSPITALS;SEM;8060
Rocco A. Ortenzio;49953;SELECT MEDICAL HOLDINGS CORP;Co-Founder and Vice Chairman;950;0;3150;0;81;174236;2014;;;Co-Founder & Vice Chairman;MALE;HOSPITALS;SEM;8060
David S. Chernow;49954;SELECT MEDICAL HOLDINGS CORP;Chief Executive Officer and President;740;0;2362.5;0;57;174236;2014;01/01/2014;CEO;President & CEO;MALE;HOSPITALS;SEM;8060
Martin F. Jackson;49955;SELECT MEDICAL HOLDINGS CORP;Chief Financial Officer and Executive Vice President;600;0;1575;0;59;174236;2014;;;Executive VP & CFO;MALE;HOSPITALS;SEM;8060
Robert A. Ortenzio;49956;SELECT MEDICAL HOLDINGS CORP;Co-Founder and Executive Chairman;995;0;4495.5;0;56;174236;2014;01/01/2005;;Co-Founder & Executive Chairman;MALE;HOSPITALS;SEM;8060
James J. Talalai;50373;SELECT MEDICAL HOLDINGS CORP;Chief Operating Officer and Executive Vice President;596.154;0;1575;0;52;174236;2014;;;Chief Operating Officer and Executive Vice President;MALE;HOSPITALS;SEM;8060
Rocco A. Ortenzio;49953;SELECT MEDICAL HOLDINGS CORP;Co-Founder and Vice Chairman;950;0;2167.5;0;82;174236;2015;;;Co-Founder & Vice Chairman;MALE;HOSPITALS;SEM;8060
David S. Chernow;49954;SELECT MEDICAL HOLDINGS CORP;Chief Executive Officer and President;839.231;0;2890;0;58;174236;2015;01/01/2014;CEO;President & CEO;MALE;HOSPITALS;SEM;8060
Martin F. Jackson;49955;SELECT MEDICAL HOLDINGS CORP;Chief Financial Officer and Executive Vice President;634.616;0;2167.5;0;60;174236;2015;;;Executive VP & CFO;MALE;HOSPITALS;SEM;8060
Robert A. Ortenzio;49956;SELECT MEDICAL HOLDINGS CORP;Co-Founder and Executive Chairman;995;0;2890;0;57;174236;2015;01/01/2005;;Co-Founder & Executive Chairman;MALE;HOSPITALS;SEM;8060
